feature,importance_mean
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_lon,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Human_Buttocks,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pastie,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Genitalia,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_d70c5ffff476_Female_Fantasy_Creatures_Breasts_e_g_harpies_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_d70c5ffff476_Female_Human_Breasts_with_Nipples,0.0
answer__q_d70c5ffff476_Female_Human_Breasts_with_Nipples_Genitalia,0.0
answer__q_d70c5ffff476_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks,0.0
answer__q_d70c5ffff476_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_d70c5ffff476_Female_Human_Breasts_with_Nipples_Genitalia_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_d70c5ffff476_Female_Human_Breasts_with_Nipples_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_d70c5ffff476_Genitalia,0.0
answer__q_d70c5ffff476_Genitalia_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_d70c5ffff476_Human_Buttocks,0.0
answer__q_d70c5ffff476_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_21604d895455_No,0.0
answer__q_21604d895455_Yes,0.0
answer__q_2499ac316d93_Often,0.0
answer__q_2499ac316d93_Rarely,0.0
answer__q_2a4c4852adcf_Often,0.0
answer__q_2a4c4852adcf_Rarely,0.0
answer__q_505983803242_Encourages_Glamorizes,0.0
answer__q_505983803242_Encourages_Glamorizes_Reference,0.0
answer__q_505983803242_Encourages_Glamorizes_Reference_Use,0.0
answer__q_505983803242_Encourages_Glamorizes_Use,0.0
answer__q_505983803242_Reference,0.0
answer__q_505983803242_Reference_Use,0.0
answer__q_505983803242_Use,0.0
answer__q_69b2c415552c_Encourages_Glamorizes,0.0
answer__q_69b2c415552c_Encourages_Glamorizes_Reference,0.0
answer__q_69b2c415552c_Encourages_Glamorizes_Reference_Use,0.0
answer__q_69b2c415552c_Encourages_Glamorizes_Use,0.0
answer__q_69b2c415552c_Reference,0.0
answer__q_69b2c415552c_Reference_Use,0.0
answer__q_69b2c415552c_Use,0.0
answer__q_c00eeeb994c1_Often,0.0
answer__q_c00eeeb994c1_Rarely,0.0
answer__q_91b1d54ca250_No,0.0
answer__q_91b1d54ca250_Yes,0.0
answer__q_b1e887fd0d21_No,0.0
answer__q_b1e887fd0d21_Yes,0.0
answer__q_266dcf1bec56_No,0.0
answer__q_266dcf1bec56_Yes,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_de,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_de_2,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity_Shown_with_Partial_Nudity_Breasts_Butt,0.0
visible_question_count,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_n_2,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_3cb59da3a559_Shown_with_Full_Frontal_Nudity,0.0
answer__q_3cb59da3a559_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown,0.0
answer__q_3cb59da3a559_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_3cb59da3a559_Shown_with_Full_Frontal_Nudity_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_3cb59da3a559_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown,0.0
answer__q_3cb59da3a559_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_3cb59da3a559_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_5cbb769d1fc8_Often,0.0
answer__q_5cbb769d1fc8_Rarely,0.0
answer__q_81c83bee2a9d_Often,0.0
answer__q_81c83bee2a9d_Rarely,0.0
answer__q_869c55bff5bc_Often,0.0
answer__q_1189ea881316_Yes,0.0
answer__q_3cb59da3a559_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_n,0.0
answer__q_9929df26eb60_Yes,0.0
answer__q_f178f51194bf_No,0.0
answer__q_f178f51194bf_Yes,0.0
answer__q_f74a19ddc14e_Brief,0.0
answer__q_f74a19ddc14e_Prolonged,0.0
answer__q_fa001198f6cc_Often,0.0
answer__q_fa001198f6cc_Rarely,0.0
answer__q_088ceefc9972_No,0.0
answer__q_088ceefc9972_Yes,0.0
answer__q_c65d3403d8b8_No,0.0
answer__q_c65d3403d8b8_Yes,0.0
answer__q_fb45c3c7aa4e_No,0.0
answer__q_fb45c3c7aa4e_Yes,0.0
answer__q_762bb8baf2d4_Often,0.0
answer__q_869c55bff5bc_Rarely,0.0
